--------------------------------
time is:3588.296875
----------------------------------------
optimal value:550330.21846
----------------------------------------
room location
0  0  39.7999997149  0  50.3499996662  4.00000743639e-009  4.00000743639e-009  0  15.3500001431  0  20.7000000477  30.8499999046  6.90000009537  4.00000743639e-009  0  60.499999758  0  46.3999996185  43.7999995947  0  
61.0500006646  0  -9.99996530027e-010  33.9500002831  0  0  8.249999997  17.6500000924  0  2.99999669551e-009  6.99996860476e-009  -1.99996463834e-009  0  0  0  5.94610582993e-010  46.9000005692  0  0  4.54999994932  
0  52.4000005722  0  0  1.00003205716e-009  6.69999980927  0  0  7.9999686875e-009  18.1999998093  0  0  1.09999689357e-008  29.6500000954  43.1000003815  0  0  -5.50910517867e-009  0  0  
 以上——————————————————以下zijr
0  0  0  0  0  0  0  0  1.45453976136e-009  0  0  0  0  0  0  0  0  0  0  0  
0  1  0  0  0  0  0  0  0  1  0  0  0  1  1  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  -1.45453976136e-009  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  1  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  
0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  3.92856040109e-009  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  

----------------------------------------以下qin
0  0  1.12428719685e-010  0  
0  0  0  0  
0  0  0  0  
0  0  0  1  
0  0  0  0  
0  0  0  0  
0  1  0  0  
0  0  1  0  
0  0  0  0  
0  0  0  0  
-1.12428719685e-010  0  0  0  
0  0  0  0  
0  0  0  0  
0  0  0  0  
0  0  0  0  
0  0  0  0  
1.12428719685e-010  0  -1.12428719685e-010  0  
0  0  0  0  
0  0  0  0  
1  0  0  0  
----------------------------------------以下xir
0  0  1  0  1  0  0  0  1  0  1  1  1  0  0  1  0  1  1  0  
1  0  0  1  0  0  1  1  0  0  0  0  0  0  0  0  1  0  0  1  
0  1  0  0  0  1  0  0  0  1  0  0  0  1  1  0  0  0  0  0  
best answer550330.21846
flow answer:5361833.84715
adj answer:15718.6999728
